epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
265,293012,0.69314,0.76329,1.22097,0.7353,0.53588,0.58824,0.42247,0.87765,0.93603,1.24294,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
266,294645,0.69463,0.76204,1.22115,0.73521,0.53529,0.58771,0.42244,0.87812,0.93736,1.24391,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777
267,298417,0.68868,0.75506,1.21932,0.73491,0.534,0.58703,0.42267,0.8781,0.93811,1.24487,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
268,300036,0.68591,0.75179,1.21455,0.73079,0.53706,0.58716,0.42258,0.87867,0.93882,1.24561,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
269,304647,0.68489,0.74992,1.21559,0.731,0.53647,0.58695,0.42248,0.88008,0.94074,1.24746,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
270,308645,0.68659,0.75163,1.21544,0.73014,0.53765,0.58739,0.42235,0.88027,0.942,1.24773,0.00107564,0.000358546,0.00107564,0.000358546,0.00107564,0.000358546,0.00107564,0.000358546
271,310702,0.67672,0.74206,1.21181,0.73137,0.53616,0.58693,0.42221,0.88122,0.94226,1.24904,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
272,311806,0.68211,0.74789,1.21027,0.73168,0.5351,0.58656,0.42216,0.88118,0.94283,1.24919,0.000979531,0.00032651,0.000979531,0.00032651,0.000979531,0.00032651,0.000979531,0.00032651
273,312911,0.68421,0.74574,1.21248,0.732,0.5349,0.58664,0.42234,0.88174,0.94421,1.25001,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
274,314029,0.68402,0.75112,1.21396,0.73157,0.53509,0.58639,0.42172,0.88222,0.94491,1.25056,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
275,315158,0.68074,0.74161,1.21058,0.73039,0.53509,0.58607,0.4216,0.88312,0.94586,1.25177,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
276,317153,0.67479,0.74025,1.20817,0.72844,0.53538,0.58571,0.42135,0.88335,0.94592,1.25285,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667
277,320429,0.67837,0.74153,1.20907,0.72909,0.5342,0.58554,0.42132,0.88309,0.94616,1.25313,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
278,324553,0.68099,0.73899,1.20921,0.7298,0.53403,0.58556,0.42115,0.88366,0.94574,1.25459,0.000728656,0.000242885,0.000728656,0.000242885,0.000728656,0.000242885,0.000728656,0.000242885
279,330868,0.67689,0.73767,1.2058,0.73004,0.53371,0.58582,0.42106,0.88366,0.94668,1.25498,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
280,331977,0.66876,0.73472,1.20381,0.73056,0.53371,0.58561,0.42072,0.88425,0.9477,1.25635,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
281,333085,0.67271,0.73932,1.20672,0.73209,0.53282,0.58586,0.42055,0.88358,0.94901,1.25612,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
282,334192,inf,0.73518,1.20647,0.73381,0.53322,0.58565,0.42046,0.88364,0.94964,1.25696,0.000592973,0.000197658,0.000592973,0.000197658,0.000592973,0.000197658,0.000592973,0.000197658
283,335301,0.67109,0.73105,1.20536,0.73104,0.534,0.58575,0.42034,0.88406,0.94976,1.25798,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
